player,seasons,poss,rapm,period_rank,overallrank,id
Rick Hughes,1997-01,835,-0.15,314,7582,40312
William Avery,2002-06,991,-0.15,350,7583,40313
Eddy Curry,2003-07,38576,-0.15,350,7584,40314
Lorenzen Wright,2009-13,463,-0.15,341,7585,40315
Mario West,2011-15,437,-0.15,351,7586,40316
Chris Quinn,2012-16,297,-0.15,373,7587,40317
Ryan Reid,2009-13,60,-0.15,342,7588,40318
Jimmer Fredette,2013-17,7774,-0.15,379,7589,40319
Brandan Wright,2010-14,13920,-0.15,347,7590,40320
Shelvin Mack,2015-19,24024,-0.15,413,7591,40321
Eddie Basden,2006-10,549,-0.15,353,7592,40322
Calvin Booth,2003-07,10918,-0.15,351,7593,40323
Vincent Edwards,2016-20,63,-0.15,426,7594,40324
Ben Gordon,2009-13,39388,-0.15,343,7595,40325
Richie Frahm,2008-12,606,-0.15,337,7596,40326
Bobby Jones,2007-11,3334,-0.15,341,7597,40327
Robert Traylor,2000-04,16754,-0.15,348,7598,40328
Carldell Johnson,2012-16,421,-0.15,374,7599,40329
Norman Powell,2015-19,23518,-0.15,414,7600,40330
Matt Williams Jr.,2014-18,44,-0.15,407,7601,40331
Rodney White,2004-08,6581,-0.15,344,7602,40332
Quinton Ross,2003-07,20336,-0.15,352,7603,40333
Pat Connaughton,2017-21,33648,-0.15,433,7604,40334
Zaza Pachulia,2000-04,2504,-0.15,349,7605,40335
Rodions Kurucs,2017-21,10150,-0.15,434,7606,40336
Keyon Dooling,2011-15,11501,-0.15,352,7607,40337
Tyler Johnson,2015-19,29660,-0.15,415,7608,40338
Predrag Drobnjak,1998-02,4451,-0.15,339,7609,40339
Sherman Douglas,2001-05,3998,-0.15,351,7610,40340
Tacko Fall,2016-20,158,-0.15,427,7611,40341
Rodions Kurucs,2016-20,9605,-0.15,428,7612,40342
Ryan Reid,2011-15,60,-0.15,353,7613,40343
Julian Washburn,2017-21,997,-0.15,435,7614,40344
Ronny Turiaf,2007-11,27063,-0.15,342,7615,40345
T.J. Leaf,2015-19,4136,-0.15,416,7616,40346
Lorenzo Brown,2010-14,935,-0.15,348,7617,40347
Jamaal Franklin,2012-16,610,-0.15,375,7618,40348
Ramon Sessions,2010-14,39335,-0.15,349,7619,40349
Will Solomon,1999-03,2692,-0.15,348,7620,40350
Sean Williams,2009-13,2726,-0.15,344,7621,40351
Vincent Edwards,2015-19,63,-0.15,417,7622,40352
Howard Eisley,1999-03,35425,-0.15,349,7623,40353
Jeff Trepagnier,2002-06,1064,-0.15,351,7624,40354
Mitchell Creek,2016-20,195,-0.15,429,7625,40355
Brian Scalabrine,2006-10,14920,-0.15,354,7626,40356
Aaron Brooks,2008-12,29486,-0.15,338,7627,40357
Eddy Curry,2013-17,101,-0.15,380,7628,40358
Othella Harrington,2007-11,1476,-0.15,343,7629,40359
Dion Glover,2002-06,17834,-0.15,352,7630,40360
Jawun Evans,2015-19,3485,-0.15,418,7631,40361
Erick Dampier,2012-16,699,-0.15,376,7632,40362
JR Smith,2015-19,50672,-0.15,419,7633,40363
Charlie Bell,2007-11,30714,-0.15,344,7634,40364
Travis Outlaw,2008-12,30914,-0.15,339,7635,40365
Montrezl Harrell,2016-20,31440,-0.15,430,7636,40366
Charlie Villanueva,2004-08,19706,-0.15,345,7637,40367
Craig Smith,2006-10,21675,-0.15,355,7638,40368
Bobby Simmons,2010-14,3376,-0.15,350,7639,40369
Dexter Pittman,2008-12,1274,-0.15,340,7640,40370
Ruben Garces,1998-02,315,-0.15,340,7641,40371
Keyon Dooling,2005-09,29964,-0.15,357,7642,40372
Hollis Thompson,2014-18,25902,-0.15,408,7643,40373
Nigel Hayes,2014-18,460,-0.16,409,7644,40374
Keith Bogans,2009-13,24514,-0.16,345,7645,40375
Tony Battie,1997-01,18404,-0.16,315,7646,40376
Dorian Finney-Smith,2015-19,16032,-0.16,420,7647,40377
Dwayne Jones,2002-06,328,-0.16,353,7648,40378
Ryan Reid,2008-12,60,-0.16,341,7649,40379
Kebu Stewart,1997-01,379,-0.16,316,7650,40380
Tarence Kinsey,2007-11,5363,-0.16,345,7651,40381
Chris Wilcox,2007-11,26098,-0.16,346,7652,40382
Ronald Dupree,2007-11,490,-0.16,347,7653,40383
Reggie Geary,1998-02,2677,-0.16,341,7654,40384
Marc Jackson,2003-07,22725,-0.16,353,7655,40385
Darren Collison,2007-11,18541,-0.16,348,7656,40386
Dee Brown,2006-10,3115,-0.16,356,7657,40387
Frank Jackson,2015-19,5059,-0.16,421,7658,40388
Didi Louzada,2017-21,237,-0.16,436,7659,40389
Arron Afflalo,2010-14,47752,-0.16,351,7660,40390
Jud Buechler,2000-04,8390,-0.16,350,7661,40391
Nazr Mohammed,1999-03,14670,-0.16,350,7662,40392
Josh Childress,2007-11,21096,-0.16,349,7663,40393
Ben Wallace,2012-16,3533,-0.16,377,7664,40394
Ron Baker,2013-17,3345,-0.16,381,7665,40395
Delonte West,2008-12,36384,-0.16,342,7666,40396
Carldell Johnson,2008-12,421,-0.16,343,7667,40397
Marcus Vinicius,2008-12,280,-0.16,344,7668,40398
Jannero Pargo,2003-07,15553,-0.16,354,7669,40399
Pooh Jeter,2010-14,3494,-0.16,352,7670,40400
Desmond Penigar,2003-07,322,-0.16,355,7671,40401
Danny Fortson,1997-01,15969,-0.16,317,7672,40402
Chris Duhon,2008-12,33238,-0.16,345,7673,40403
Walter Herrmann,2004-08,5197,-0.16,346,7674,40404
Keyon Dooling,2003-07,23924,-0.16,356,7675,40405
Smush Parker,2003-07,27609,-0.16,357,7676,40406
Jeremy Lin,2016-20,19814,-0.16,431,7677,40407
Dante Exum,2016-20,11883,-0.16,432,7678,40408
Calbert Cheaney,1998-02,24424,-0.16,342,7679,40409
Josh McRoberts,2004-08,115,-0.16,347,7680,40410
James Johnson,2012-16,22634,-0.16,378,7681,40411
Elfrid Payton,2015-19,40705,-0.16,422,7682,40412
Sasha Pavlovic,2002-06,10356,-0.16,354,7683,40413
Dominique Wilkins,1997-01,903,-0.16,318,7684,40414
Nerlens Noel,2016-20,24229,-0.16,433,7685,40415
James Augustine,2008-12,584,-0.16,346,7686,40416
Luke Ridnour,2005-09,42693,-0.16,358,7687,40417
Talen Horton-Tucker,2017-21,6226,-0.16,437,7688,40418
Ryan Reid,2010-14,60,-0.16,353,7689,40419
Darrell Armstrong,2005-09,13913,-0.16,359,7690,40420
Dwight Buycks,2014-18,2689,-0.16,410,7691,40421
Ivan Johnson,2009-13,8736,-0.16,346,7692,40422
Kyle Collinsworth,2014-18,1880,-0.16,411,7693,40423
Matt Williams Jr.,2017-21,44,-0.16,438,7694,40424
Hamed Haddadi,2013-17,1249,-0.16,382,7695,40425
Dion Glover,2000-04,22864,-0.16,351,7696,40426
Travis Outlaw,2004-08,21042,-0.16,348,7697,40427
Allen Crabbe,2016-20,37194,-0.16,434,7698,40428
Khyri Thomas,2017-21,1810,-0.16,439,7699,40429
Solomon Hill,2016-20,24992,-0.16,435,7700,40430
Mickael Pietrus,2005-09,34270,-0.16,360,7701,40431
Tyreke Evans,2013-17,32704,-0.16,383,7702,40432
Harrison Barnes,2011-15,36275,-0.16,354,7703,40433
Nikola Vucevic,2013-17,43188,-0.16,384,7704,40434
Brandon Paul,2014-18,2337,-0.16,412,7705,40435
Bobby Portis,2016-20,26913,-0.16,436,7706,40436
Julian Wright,2006-10,9659,-0.16,357,7707,40437
Matt Williams Jr.,2015-19,44,-0.16,423,7708,40438
Norman Powell,2016-20,31975,-0.16,437,7709,40439
Chris Jefferies,2002-06,3286,-0.16,355,7710,40440
Ronnie Price,2010-14,11723,-0.16,354,7711,40441
Melvin Frazier,2015-19,314,-0.16,424,7712,40442
Juwan Howard,2013-17,186,-0.16,385,7713,40443
Gerald Fitch,2004-08,915,-0.16,349,7714,40444
Ben Uzoh,2011-15,2951,-0.17,355,7715,40445
Ryan Bowen,2009-13,859,-0.17,347,7716,40446
Chris Gatling,2002-06,2870,-0.17,356,7717,40447
Jason Richardson,2014-18,1620,-0.17,413,7718,40448
Chris Boucher,2016-20,4538,-0.17,438,7719,40449
Chris Jefferies,2001-05,3286,-0.17,352,7720,40450
Tiago Splitter,2008-12,8731,-0.17,347,7721,40451
Bostjan Nachbar,2001-05,7145,-0.17,353,7722,40452
Ronny Turiaf,2009-13,20437,-0.17,348,7723,40453
Ryan Reid,2012-16,60,-0.17,379,7724,40454
John Salmons,2011-15,31331,-0.17,356,7725,40455
Jake Voskuhl,2009-13,916,-0.17,349,7726,40456
Will Blalock,2005-09,594,-0.17,361,7727,40457
Jordan McRae,2013-17,2270,-0.17,386,7728,40458
Aaron Gray,2009-13,11477,-0.17,350,7729,40459
Eddie Basden,2003-07,549,-0.17,358,7730,40460
Steve Nash,2014-18,1301,-0.17,414,7731,40461
Oscar Torres,2003-07,368,-0.17,359,7732,40462
Reggie Williams,2006-10,3241,-0.17,358,7733,40463
Chris Crawford,2000-04,11044,-0.17,352,7734,40464
Kebu Stewart,1998-02,379,-0.17,343,7735,40465
Shai Gilgeous-Alexander,2016-20,22663,-0.17,439,7736,40466
Reggie Slater,2002-06,729,-0.17,357,7737,40467
Dee Brown,2004-08,2125,-0.17,350,7738,40468
Jake Voskuhl,2003-07,19096,-0.17,360,7739,40469
Lester Hudson,2006-10,509,-0.17,359,7740,40470
Brandon Goodwin,2015-19,234,-0.17,425,7741,40471
Dwight Buycks,2015-19,2132,-0.17,426,7742,40472
Chris Whitney,2002-06,12931,-0.17,358,7743,40473
Rudy Gobert,2010-14,1669,-0.17,355,7744,40474
Desmond Penigar,2002-06,322,-0.17,359,7745,40475
Antonis Fotsis,2001-05,989,-0.17,354,7746,40476
Ruben Garces,1997-01,315,-0.17,319,7747,40477
Manny Harris,2009-13,5276,-0.17,351,7748,40478
C.J. Watson,2012-16,27594,-0.17,380,7749,40479
Antoine Walker,2004-08,50470,-0.17,351,7750,40480
Lou Amundson,2007-11,13546,-0.17,350,7751,40481
Matt Williams Jr.,2016-20,44,-0.17,440,7752,40482
Christian Laettner,2001-05,26795,-0.17,355,7753,40483
Taurean Green,2005-09,297,-0.17,362,7754,40484
David Harrison,2008-12,2872,-0.17,348,7755,40485
Charlie Brown Jr.,2016-20,171,-0.17,441,7756,40486
Alex Acker,2008-12,769,-0.17,349,7757,40487
Craig Smith,2008-12,19948,-0.17,350,7758,40488
Antoine Walker,2008-12,3458,-0.17,351,7759,40489
Brandon Williams,1997-01,565,-0.17,320,7760,40490
Enes Kanter,2009-13,7798,-0.17,352,7761,40491
DeJuan Wheat,1997-01,2581,-0.17,321,7762,40492
Brandon Jennings,2013-17,39848,-0.17,387,7763,40493
Gordan Giricek,1999-03,9559,-0.17,351,7764,40494
Dwyane Wade,2014-18,47181,-0.17,415,7765,40495
Craig Smith,2010-14,8601,-0.17,356,7766,40496
Jason Maxiell,2007-11,28193,-0.18,351,7767,40497
Mitchell Creek,2015-19,195,-0.18,427,7768,40498
Taurean Green,2007-11,297,-0.18,352,7769,40499
Malik Rose,2000-04,36091,-0.18,353,7770,40500
Ricky Davis,2005-09,49735,-0.18,363,7771,40501
Matt Freije,2001-05,1586,-0.18,356,7772,40502
Jeff Adrien,2007-11,745,-0.18,353,7773,40503
Erick Dampier,2010-14,9450,-0.18,357,7774,40504
Julyan Stone,2012-16,1397,-0.18,381,7775,40505
Obinna Ekezie,2001-05,4282,-0.18,357,7776,40506
Joey Dorsey,2011-15,5493,-0.18,357,7777,40507
Eddie Basden,2004-08,549,-0.18,352,7778,40508
Sam Mack,2002-06,602,-0.18,360,7779,40509
Othyus Jeffers,2006-10,369,-0.18,360,7780,40510
Juwan Howard,2001-05,49325,-0.18,358,7781,40511
James Posey,2008-12,29487,-0.18,352,7782,40512
Travis Best,2002-06,21775,-0.18,361,7783,40513
Matt Harpring,2009-13,2958,-0.18,353,7784,40514
Al Harrington,2014-18,2416,-0.18,416,7785,40515
Chris Copeland,2015-19,3762,-0.18,428,7786,40516
CJ Miles,2004-08,5136,-0.18,353,7787,40517
Mike Wilks,2006-10,4236,-0.18,361,7788,40518
Tyler Zeller,2015-19,18845,-0.18,429,7789,40519
Tim James,1999-03,978,-0.18,352,7790,40520
Shawn Kemp,2000-04,24146,-0.18,354,7791,40521
Jordan McRae,2016-20,7020,-0.18,442,7792,40522
Tim James,2000-04,978,-0.18,355,7793,40523
Linton Johnson,2003-07,7475,-0.18,361,7794,40524
Gerald Fitch,2003-07,915,-0.18,362,7795,40525
Richard Jefferson,2010-14,39860,-0.18,358,7796,40526
Tarik Black,2016-20,8686,-0.18,443,7797,40527
Roger Mason Jr.,2014-18,975,-0.18,417,7798,40528
Kirk Hinrich,2011-15,39032,-0.18,358,7799,40529
Chris Richard,2006-10,3020,-0.18,362,7800,40530
Shea Seals,1997-01,43,-0.18,322,7801,40531
Travis Outlaw,2013-17,5884,-0.18,388,7802,40532
Grant Hill,2013-17,1770,-0.18,389,7803,40533
Nigel Hayes,2016-20,460,-0.18,444,7804,40534
Chris Quinn,2013-17,297,-0.18,390,7805,40535
Quentin Richardson,1997-01,5057,-0.18,323,7806,40536
Ronny Turiaf,2008-12,24417,-0.18,353,7807,40537
Stromile Swift,2001-05,26611,-0.18,359,7808,40538
Lee Nailon,2006-10,892,-0.18,363,7809,40539
Luis Scola,2004-08,9112,-0.18,354,7810,40540
Spencer Hawes,2012-16,34097,-0.18,382,7811,40541
Nerlens Noel,2017-21,23132,-0.18,440,7812,40542
Brandon Rush,2017-21,4002,-0.18,441,7813,40543
Al Harrington,1999-03,25854,-0.18,353,7814,40544
Carldell Johnson,2009-13,421,-0.18,354,7815,40545
Dwight Powell,2014-18,16931,-0.18,418,7816,40546
Kirk Hinrich,2010-14,43008,-0.18,359,7817,40547
Lance Stephenson,2007-11,467,-0.18,354,7818,40548
Dee Brown,2005-09,3115,-0.18,364,7819,40549
Gheorghe Muresan,1999-03,1023,-0.18,354,7820,40550
Marc Jackson,2000-04,14248,-0.19,356,7821,40551
Roger Mason Jr.,2007-11,27256,-0.19,355,7822,40552
Mickael Pietrus,2011-15,11807,-0.19,359,7823,40553
Jeff Trepagnier,2001-05,1064,-0.19,360,7824,40554
Lorenzen Wright,2005-09,20237,-0.19,365,7825,40555
Greg Anthony,2002-06,5680,-0.19,362,7826,40556
Malcolm Thomas,2008-12,59,-0.19,354,7827,40557
Darius Bazley,2016-20,5648,-0.19,445,7828,40558
Mike Miller,2011-15,26095,-0.19,360,7829,40559
Richard Manning,1997-01,151,-0.19,324,7830,40560
Shawn Kemp,2003-07,6473,-0.19,363,7831,40561
Glenn Robinson III,2015-19,13148,-0.19,430,7832,40562
Omar Cook,2003-07,780,-0.19,364,7833,40563
Kelenna Azubuike,2011-15,108,-0.19,361,7834,40564
Desmond Mason,2004-08,45921,-0.19,355,7835,40565
Ime Udoka,2000-04,82,-0.19,357,7836,40566
Kyle Kuzma,2016-20,30206,-0.19,446,7837,40567
Pau Gasol,2017-21,18318,-0.19,442,7838,40568
Jeff Adrien,2013-17,7240,-0.19,391,7839,40569
Shawne Williams,2004-08,6042,-0.19,356,7840,40570
Patrick O'Bryant,2004-08,913,-0.19,357,7841,40571
Cory Joseph,2012-16,25039,-0.19,383,7842,40572
Joe Alexander,2005-09,2825,-0.19,366,7843,40573
Nigel Hayes,2015-19,460,-0.19,431,7844,40574
Glenn Robinson III,2012-16,3096,-0.19,384,7845,40575
Brandon Knight,2009-13,16729,-0.19,355,7846,40576
Amile Jefferson,2015-19,275,-0.19,432,7847,40577
Kevinn Pinkney,2004-08,379,-0.19,358,7848,40578
Luke Kennard,2017-21,22851,-0.19,443,7849,40579
Wilson Chandler,2006-10,22525,-0.19,364,7850,40580
Vincent Askew,1997-01,1629,-0.19,325,7851,40581
Jeff Sheppard,1997-01,525,-0.19,326,7852,40582
Shea Seals,1998-02,43,-0.19,344,7853,40583
Robert Williams III,2016-20,4089,-0.19,447,7854,40584
Marcin Gortat,2008-12,26985,-0.19,355,7855,40585
Chris Childs,2001-05,16661,-0.19,361,7856,40586
Gerald Fitch,2005-09,915,-0.19,367,7857,40587
T.J. McConnell,2012-16,6426,-0.19,385,7858,40588
Axel Toupane,2016-20,1381,-0.19,448,7859,40589
Wayne Ellington,2007-11,10175,-0.19,356,7860,40590
Charlie Brown Jr.,2017-21,805,-0.19,444,7861,40591
Pape Sow,2001-05,955,-0.19,362,7862,40592
Sean Elliott,2001-05,6213,-0.19,363,7863,40593
Wesley Johnson,2016-20,18898,-0.19,449,7864,40594
Chris Garner,1999-03,517,-0.19,355,7865,40595
Travis Outlaw,2005-09,30381,-0.19,368,7866,40596
Derrick Zimmerman,2006-10,104,-0.19,365,7867,40597
Juancho Hernangomez,2016-20,13644,-0.19,450,7868,40598
Jason Williams,2008-12,16138,-0.19,356,7869,40599
Jonny Flynn,2006-10,9275,-0.19,366,7870,40600
Ime Udoka,2001-05,82,-0.19,364,7871,40601
Anthony Carter,1999-03,22285,-0.19,356,7872,40602
Taurean Green,2006-10,297,-0.19,367,7873,40603
Damien Wilkins,2011-15,10328,-0.19,362,7874,40604
Martell Webster,2008-12,24941,-0.19,357,7875,40605
Ruben Garces,1999-03,315,-0.19,357,7876,40606
Cole Aldrich,2007-11,543,-0.19,357,7877,40607
Mikki Moore,2011-15,446,-0.19,363,7878,40608
Bryce Cotton,2011-15,648,-0.20,364,7879,40609
Eddie Basden,2002-06,549,-0.20,363,7880,40610
Will Blalock,2006-10,594,-0.20,368,7881,40611
Elden Campbell,2004-08,5972,-0.20,359,7882,40612
Keith Appling,2016-20,103,-0.20,451,7883,40613
Julian Washburn,2015-19,997,-0.20,433,7884,40614
Mardy Collins,2006-10,10536,-0.20,369,7885,40615
Steve Blake,2011-15,31492,-0.20,365,7886,40616
Taurean Green,2004-08,297,-0.20,360,7887,40617
Frank Williams,2002-06,3975,-0.20,364,7888,40618
Hamed Haddadi,2006-10,1416,-0.20,370,7889,40619
Alex Stepheson,2014-18,290,-0.20,419,7890,40620
Jerry Stackhouse,2013-17,2236,-0.20,392,7891,40621
Oscar Torres,2000-04,4256,-0.20,358,7892,40622
Jason Williams,2001-05,44441,-0.20,365,7893,40623
Damian Jones,2013-17,496,-0.20,393,7894,40624
Erick Barkley,2002-06,776,-0.20,365,7895,40625
DeSagana Diop,2005-09,24440,-0.20,369,7896,40626
Chris Richard,2007-11,3020,-0.20,358,7897,40627
Hubert Davis,2004-08,266,-0.20,361,7898,40628
Udonis Haslem,2006-10,51319,-0.20,371,7899,40629
Omri Casspi,2017-21,7703,-0.20,445,7900,40630
Desmond Penigar,2000-04,322,-0.20,359,7901,40631
Brian Cook,2000-04,1793,-0.20,360,7902,40632
Andre Owens,2008-12,1569,-0.20,358,7903,40633
Brice Johnson,2013-17,35,-0.20,394,7904,40634
Brian Scalabrine,2007-11,11732,-0.20,359,7905,40635
Elfrid Payton,2017-21,33638,-0.20,446,7906,40636
Maurice Harkless,2017-21,33304,-0.20,447,7907,40637
Jermaine Jackson,1997-01,287,-0.20,327,7908,40638
Khalid Reeves,2000-04,183,-0.20,361,7909,40639
Ronnie Brewer,2010-14,25833,-0.20,360,7910,40640
Justin Holiday,2013-17,12873,-0.20,395,7911,40641
Dante Cunningham,2007-11,8965,-0.20,360,7912,40642
Jamaal Tinsley,2007-11,16176,-0.20,361,7913,40643
Voshon Lenard,2005-09,1986,-0.20,370,7914,40644
Alex Stepheson,2015-19,290,-0.20,434,7915,40645
Kyrylo Fesenko,2004-08,272,-0.20,362,7916,40646
Casper Ware,2012-16,470,-0.20,386,7917,40647
Maurice Taylor,2005-09,9754,-0.20,371,7918,40648
Lucious Harris,2003-07,21576,-0.20,365,7919,40649
Brandan Wright,2011-15,19572,-0.20,366,7920,40650
Quinton Ross,2010-14,3477,-0.20,361,7921,40651
Howard Eisley,1997-01,35351,-0.20,328,7922,40652
Darko Milicic,2009-13,15005,-0.20,356,7923,40653
Joe Smith,2008-12,16750,-0.20,359,7924,40654
Anthony Johnson,2010-14,1592,-0.20,362,7925,40655
Travis Outlaw,2014-18,4164,-0.20,420,7926,40656
Matt Bonner,2002-06,12260,-0.20,366,7927,40657
Chris Douglas-Roberts,2006-10,8685,-0.20,372,7928,40658
Chuck Person,1998-02,10748,-0.20,345,7929,40659
Ian Mahinmi,2008-12,7723,-0.20,360,7930,40660
Troy Murphy,2006-10,44504,-0.20,373,7931,40661
Francisco Garcia,2014-18,5295,-0.20,421,7932,40662
Mo Williams,2001-05,11344,-0.20,366,7933,40663
Al Harrington,2010-14,26654,-0.20,363,7934,40664
Daniel Santiago,2003-07,3076,-0.20,366,7935,40665
Stojko Vrankovic,1997-01,3542,-0.20,329,7936,40666
Eddie Basden,2005-09,549,-0.20,372,7937,40667
Josh Green,2017-21,1833,-0.20,448,7938,40668
Todd Fuller,2001-05,280,-0.20,367,7939,40669
Ruben Garces,2001-05,315,-0.20,368,7940,40670
Brevin Knight,2007-11,15019,-0.21,362,7941,40671
Brian Bowen II,2016-20,123,-0.21,452,7942,40672
Josh McRoberts,2006-10,3394,-0.21,374,7943,40673
Smush Parker,2006-10,24950,-0.21,375,7944,40674
Chris Jefferies,2003-07,3286,-0.21,367,7945,40675
Joey Graham,2011-15,2234,-0.21,367,7946,40676
Chasson Randle,2013-17,1188,-0.21,396,7947,40677
Eric Riley,1997-01,3127,-0.21,330,7948,40678
Nicolas Batum,2011-15,53666,-0.21,368,7949,40679
Kris Dunn,2016-20,22247,-0.21,453,7950,40680
Kris Dunn,2014-18,11426,-0.21,422,7951,40681
Bobby Jones,2004-08,3334,-0.21,363,7952,40682
Courtney Lee,2016-20,32950,-0.21,454,7953,40683
Jerry Stackhouse,2006-10,29352,-0.21,376,7954,40684
Glen Davis,2006-10,21291,-0.21,377,7955,40685
Kelenna Azubuike,2012-16,108,-0.21,387,7956,40686
Don Reid,2003-07,36,-0.21,368,7957,40687
Brian Grant,2002-06,34199,-0.21,367,7958,40688
Richard Hamilton,2013-17,4537,-0.21,397,7959,40689
Nazr Mohammed,2016-20,149,-0.21,455,7960,40690
Laron Profit,2000-04,2801,-0.21,362,7961,40691
Randy Foye,2007-11,33584,-0.21,363,7962,40692
Casper Ware,2011-15,470,-0.21,369,7963,40693
Sean Elliott,1999-03,18024,-0.21,358,7964,40694
Darington Hobson,2011-15,143,-0.21,370,7965,40695
Arron Afflalo,2004-08,4222,-0.21,364,7966,40696
DaJuan Summers,2013-17,26,-0.21,398,7967,40697
Joe Johnson,2015-19,41195,-0.21,435,7968,40698
Tyler Zeller,2014-18,22507,-0.21,423,7969,40699
Brandon Rush,2006-10,16981,-0.21,378,7970,40700
Willie Cauley-Stein,2014-18,19304,-0.21,424,7971,40701
Omar Cook,2004-08,780,-0.21,365,7972,40702
Brandon Jennings,2010-14,52095,-0.21,364,7973,40703
Joe Alexander,2007-11,2944,-0.21,364,7974,40704
Tim Thomas,2010-14,1066,-0.21,365,7975,40705
Maurice Harkless,2016-20,38056,-0.21,456,7976,40706
Brandon Jennings,2012-16,40260,-0.21,388,7977,40707
Hollis Thompson,2015-19,18830,-0.21,436,7978,40708
Gheorghe Muresan,1998-02,1023,-0.21,346,7979,40709
Julian Washburn,2016-20,997,-0.21,457,7980,40710
Will Blalock,2004-08,594,-0.21,366,7981,40711
Brian Cook,2007-11,9551,-0.21,365,7982,40712
James Robinson,1999-03,1766,-0.21,359,7983,40713
Miles Plumlee,2010-14,7910,-0.21,366,7984,40714
Keith Appling,2014-18,103,-0.21,425,7985,40715
Ime Udoka,2010-14,4210,-0.21,367,7986,40716
Mo Williams,2003-07,27223,-0.21,369,7987,40717
Gerard King,1997-01,6320,-0.21,331,7988,40718
Mehmet Okur,2010-14,10640,-0.21,368,7989,40719
Darko Milicic,2007-11,27639,-0.21,366,7990,40720
Will Perdue,2001-05,263,-0.21,369,7991,40721
Desmond Penigar,2001-05,322,-0.21,370,7992,40722
Troy Daniels,2011-15,2358,-0.21,371,7993,40723
Moochie Norris,2002-06,18611,-0.21,368,7994,40724
Jake Tsakalidis,2003-07,9565,-0.21,370,7995,40725
Wayne Ellington,2015-19,33713,-0.21,437,7996,40726
Mamadou N'diaye,1999-03,1577,-0.21,360,7997,40727
Isaiah Rider,1997-01,32718,-0.21,332,7998,40728
Brandon Williams,1998-02,565,-0.21,347,7999,40729
Derrick Zimmerman,2005-09,104,-0.21,373,8000,40730
Keith Appling,2015-19,103,-0.21,438,8001,40731
Chris Garner,2000-04,517,-0.21,363,8002,40732
Austin Rivers,2009-13,5125,-0.21,357,8003,40733
Luther Head,2009-13,7350,-0.21,358,8004,40734
Mahmoud Abdul-Rauf,1998-02,3534,-0.21,348,8005,40735
Zoran Planinic,2006-10,2213,-0.21,379,8006,40736
Loren Woods,2007-11,64,-0.22,367,8007,40737
Darington Hobson,2008-12,143,-0.22,361,8008,40738
Stephane Lasme,2004-08,1052,-0.22,367,8009,40739
Vernon Maxwell,1997-01,13423,-0.22,333,8010,40740
Troy Daniels,2017-21,17352,-0.22,449,8011,40741
Kyrylo Fesenko,2005-09,868,-0.22,374,8012,40742
Keyon Dooling,2002-06,18671,-0.22,369,8013,40743
Chase Budinger,2015-19,8753,-0.22,439,8014,40744
Flip Murray,2005-09,33880,-0.22,375,8015,40745
Mario West,2004-08,1144,-0.22,368,8016,40746
Luke Babbitt,2011-15,10320,-0.22,372,8017,40747
Christian Laettner,2000-04,33081,-0.22,364,8018,40748
Jeff Adrien,2014-18,4561,-0.22,426,8019,40749
Sebastian Telfair,2010-14,12343,-0.22,369,8020,40750
JaMychal Green,2017-21,34804,-0.22,450,8021,40751
Tony Bradley,2014-18,132,-0.22,427,8022,40752
Elliot Williams,2015-19,627,-0.22,440,8023,40753
DeAndre Jordan,2010-14,43885,-0.22,370,8024,40754
Darington Hobson,2012-16,143,-0.22,389,8025,40755
Harrison Barnes,2012-16,50468,-0.22,390,8026,40756
Monta Ellis,2007-11,52644,-0.22,368,8027,40757
Udonis Haslem,2000-04,7984,-0.22,365,8028,40758
Kyrylo Fesenko,2012-16,63,-0.22,391,8029,40759
Jeff Adrien,2010-14,7384,-0.22,371,8030,40760
Loren Woods,2008-12,64,-0.22,362,8031,40761
Devyn Marble,2016-20,1001,-0.22,458,8032,40762
John Thomas,2003-07,2711,-0.22,371,8033,40763
Donyell Marshall,1998-02,39417,-0.22,349,8034,40764
Keith Appling,2013-17,103,-0.22,399,8035,40765
Chris Andersen,2015-19,6782,-0.22,441,8036,40766
Jeff Sheppard,1998-02,525,-0.22,350,8037,40767
Ricky Davis,2004-08,57210,-0.22,369,8038,40768
Earl Watson,2011-15,13540,-0.22,373,8039,40769
Jannero Pargo,2001-05,6535,-0.22,371,8040,40770
Ian Clark,2011-15,1391,-0.22,374,8041,40771
Taurean Green,2008-12,297,-0.22,363,8042,40772
Jared Cunningham,2011-15,792,-0.22,375,8043,40773
Larry Sanders,2015-19,2367,-0.22,442,8044,40774
Anthony Johnson,2006-10,28831,-0.22,380,8045,40775
Jason Lawson,1997-01,143,-0.22,334,8046,40776
Anthony Brown,2017-21,624,-0.22,451,8047,40777
Matisse Thybulle,2016-20,5879,-0.22,459,8048,40778
Robert Sacre,2012-16,10938,-0.22,392,8049,40779
Rodney Rogers,2003-07,19852,-0.22,372,8050,40780
JaMychal Green,2013-17,15763,-0.22,400,8051,40781
Jason Williams,2006-10,35030,-0.22,381,8052,40782
Jason Kapono,2002-06,9870,-0.22,370,8053,40783
Ryan Gomes,2002-06,5194,-0.22,371,8054,40784
Drew Gooden,1999-03,8414,-0.22,361,8055,40785
Alex Stepheson,2016-20,290,-0.22,460,8056,40786
Jeremy Evans,2007-11,1750,-0.22,369,8057,40787
Cleanthony Early,2016-20,593,-0.22,461,8058,40788
Anthony Johnson,2003-07,34256,-0.22,373,8059,40789
